Sale_ID,Date_ID,Product_ID,Doctor_ID,Distributor_ID,Territory_ID,Units_Sold,Unit_Price,Discount,Revenue,Cost,Profit
S011300,20250913,P037,D0187,DT0093,T005,233,37.3,326.46,8364.44,4326.81,4037.63
S011301,20251013,P010,D0028,DT0017,T026,373,171.42,3240.93,60698.73,27613.19,33085.54
S011302,20230919,P039,D0197,DT0081,T025,147,431.53,2156.04,61278.87,31174.29,30104.58
S011303,20230111,P034,D0157,DT0056,T022,306,138.86,3025.64,39465.52,21172.14,18293.38
S011304,20230610,P010,D0049,DT0017,T029,298,161.12,1710.15,46303.61,22060.94,24242.67
S011305,20240831,P017,D0095,DT0077,T012,319,128.67,1561.43,39484.3,17146.25,22338.05
S011306,20241124,P032,D0175,DT0064,T025,487,38.89,712.0,18227.43,12053.25,6174.18
S011307,20240519,P018,D0296,DT0072,T030,55,36.5,105.33,1902.17,1050.5,851.67
S011308,20250324,P043,D0212,DT0046,T007,34,835.65,1130.72,27281.38,15002.5,12278.88
S011309,20250811,P011,D0070,DT0062,T024,431,109.95,2696.82,44691.63,26890.09,17801.54
S011310,20230524,P016,D0078,DT0001,T016,423,133.75,1087.31,55488.94,25616.88,29872.06
S011311,20231023,P022,D0291,DT0049,T021,324,150.73,2987.74,45848.78,23405.76,22443.02
S011312,20230822,P040,D0186,DT0069,T010,35,996.13,1849.45,33015.1,19314.05,13701.05
S011313,20241129,P030,D0142,DT0077,T028,410,72.58,1829.19,27928.61,17355.3,10573.31
S011314,20230823,P031,D0290,DT0005,T012,262,141.49,614.24,36456.14,18159.22,18296.92
S011315,20241102,P016,D0084,DT0052,T021,292,134.15,2478.48,36693.32,17683.52,19009.8
S011316,20240619,P050,D0241,DT0059,T022,167,37.66,331.9,5957.32,3652.29,2305.03
S011317,20240719,P010,D0033,DT0072,T003,123,159.61,280.41,19351.62,9105.69,10245.93
S011318,20230420,P008,D0032,DT0032,T023,151,777.25,7146.18,110218.57,61891.88,48326.69
S011319,20250318,P003,D0001,DT0016,T006,255,138.13,1205.22,34017.93,17480.25,16537.68
S011320,20240105,P034,D0159,DT0047,T016,288,143.81,858.77,40558.51,19926.72,20631.79
S011321,20240706,P050,D0250,DT0007,T002,390,39.39,157.47,15204.63,8529.3,6675.33
S011322,20240203,P022,D0116,DT0043,T012,251,153.36,372.3,38121.06,18132.24,19988.82
S011323,20240316,P026,D0127,DT0025,T024,152,106.82,557.29,15679.35,10767.68,4911.67
S011324,20230928,P031,D0168,DT0057,T019,206,146.65,696.03,29513.87,14277.86,15236.01
S011325,20251118,P050,D0279,DT0028,T025,175,37.17,313.7,6191.05,3827.25,2363.8
S011326,20241209,P002,D0010,DT0017,T023,108,298.34,1132.18,31088.54,19978.92,11109.62
S011327,20250505,P050,D0236,DT0044,T010,398,39.18,1150.07,14443.57,8704.26,5739.31
S011328,20250924,P011,D0053,DT0014,T011,681,108.97,3445.79,70762.78,42487.59,28275.19
S011329,20250616,P004,D0300,DT0091,T021,310,72.92,72.13,22533.07,14582.4,7950.67
S011330,20250801,P003,D0001,DT0021,T006,151,134.67,945.92,19389.25,10351.05,9038.2
S011331,20250512,P003,D0019,DT0030,T024,269,133.13,1358.66,34453.31,18439.95,16013.36
S011332,20240531,P020,D0097,DT0038,T003,538,101.35,159.96,54366.34,27034.5,27331.84
S011333,20250105,P003,D0001,DT0030,T006,217,131.43,206.7,28313.61,14875.35,13438.26
S011334,20250509,P037,D0190,DT0056,T013,258,34.94,464.03,8550.49,4791.06,3759.43
S011335,20250116,P006,D0042,DT0100,T030,177,52.74,656.92,8678.06,4200.21,4477.85
S011336,20230920,P044,D0216,DT0042,T017,588,40.21,360.24,23283.24,13053.6,10229.64
S011337,20240927,P044,D0275,DT0029,T018,550,38.18,983.04,20015.96,12210.0,7805.96
S011338,20250224,P009,D0040,DT0053,T013,329,35.78,160.63,11610.99,7688.73,3922.26
S011339,20250716,P035,D0151,DT0045,T021,440,176.42,1237.86,76386.94,48347.2,28039.74
S011340,20240527,P023,D0114,DT0054,T014,24,152.2,264.85,3387.95,1995.12,1392.83
S011341,20241210,P039,D0185,DT0063,T028,107,409.67,2363.01,41471.68,22691.49,18780.19
S011342,20241020,P013,D0060,DT0083,T023,326,48.55,681.82,15145.48,8824.82,6320.66
S011343,20240622,P026,D0300,DT0047,T021,629,101.42,283.47,63509.71,44558.36,18951.35
S011344,20240603,P033,D0168,DT0014,T012,571,162.86,226.5,92766.56,51201.57,41564.99
S011345,20230709,P004,D0006,DT0040,T014,169,75.34,144.66,12587.8,7949.76,4638.04
S011346,20241013,P046,D0227,DT0089,T030,534,156.74,3782.66,79916.5,40957.8,38958.7
S011347,20230804,P024,D0103,DT0052,T021,85,208.0,247.35,17432.65,7201.2,10231.45
S011348,20230827,P016,D0097,DT0072,T023,377,127.2,1517.26,46437.14,22831.12,23606.02
S011349,20240318,P016,D0098,DT0042,T026,404,132.88,706.01,52977.51,24466.24,28511.27
S011350,20251031,P003,D0005,DT0010,T007,214,141.67,1647.78,28669.6,14669.7,13999.9
S011351,20250321,P010,D0043,DT0072,T025,446,171.38,481.36,75954.12,33017.38,42936.74
S011352,20241224,P050,D0232,DT0015,T009,388,37.56,631.73,13941.55,8485.56,5455.99
S011353,20240419,P002,D0004,DT0019,T012,5,298.94,41.79,1452.91,924.95,527.96
S011354,20230720,P011,D0271,DT0093,T029,304,115.03,2034.28,32934.84,18966.56,13968.28
S011355,20250621,P003,D0266,DT0014,T007,247,141.5,2708.17,32242.33,16931.85,15310.48
S011356,20230328,P011,D0264,DT0051,T025,71,114.83,318.63,7834.3,4429.69,3404.61
S011357,20241124,P014,D0053,DT0079,T011,108,127.31,517.44,13232.04,6978.96,6253.08
S011358,20240731,P019,D0087,DT0086,T006,114,204.1,1117.53,22149.87,9949.92,12199.95
S011359,20250315,P030,D0144,DT0050,T013,186,71.49,127.8,13169.34,7873.38,5295.96
S011360,20240318,P031,D0153,DT0089,T020,81,139.74,249.26,11069.68,5614.11,5455.57
S011361,20241007,P044,D0213,DT0013,T003,331,39.92,11.73,13201.79,7348.2,5853.59
S011362,20241113,P034,D0296,DT0051,T030,575,139.9,5340.99,75101.51,39784.25,35317.26
S011363,20250607,P037,D0290,DT0001,T012,395,36.14,543.23,13732.07,7335.15,6396.92
S011364,20240103,P025,D0122,DT0011,T004,80,103.46,438.63,7838.17,3716.0,4122.17
S011365,20250130,P011,D0060,DT0044,T023,706,114.56,1421.7,79457.66,44047.34,35410.32
S011366,20240330,P006,D0034,DT0015,T025,81,55.42,17.62,4471.4,1922.13,2549.27
S011367,20240927,P022,D0104,DT0008,T014,498,158.62,5413.29,73579.47,35975.52,37603.95
S011368,20240526,P022,D0117,DT0044,T010,97,155.2,118.65,14935.75,7007.28,7928.47
S011369,20250908,P040,D0178,DT0087,T019,98,986.0,7229.09,89398.91,54079.34,35319.57
S011370,20240825,P044,D0204,DT0089,T020,204,40.72,65.77,8241.11,4528.8,3712.31
S011371,20250303,P011,D0054,DT0059,T004,190,116.72,1727.26,20449.54,11854.1,8595.44
S011372,20231204,P039,D0195,DT0082,T027,22,419.62,98.88,9132.76,4665.54,4467.22
S011373,20230121,P022,D0114,DT0039,T014,702,156.09,133.81,109441.37,50712.48,58728.89
S011374,20230108,P004,D0015,DT0085,T022,221,75.81,119.09,16634.92,10395.84,6239.08
S011375,20250717,P011,D0052,DT0022,T007,677,111.52,3424.04,72075.0,42238.03,29836.97
S011376,20230123,P045,D0217,DT0016,T019,76,64.72,385.58,4533.14,2800.6,1732.54
S011377,20240406,P014,D0289,DT0052,T012,160,133.67,946.71,20440.49,10339.2,10101.29
S011378,20230120,P050,D0296,DT0100,T030,448,39.03,304.53,17180.91,9797.76,7383.15
S011379,20251015,P022,D0105,DT0034,T029,605,156.53,3526.79,91173.86,43705.2,47468.66
S011380,20241005,P039,D0189,DT0097,T028,110,407.97,1832.73,43043.97,23327.7,19716.27
S011381,20240222,P022,D0114,DT0093,T014,244,152.87,184.12,37116.16,17626.56,19489.6
S011382,20231107,P017,D0085,DT0008,T024,371,131.4,2987.08,45762.32,19941.25,25821.07
S011383,20251128,P004,D0006,DT0065,T020,275,73.46,286.47,19915.03,12936.0,6979.03
S011384,20240617,P035,D0175,DT0025,T011,496,178.06,2724.36,85593.4,54500.48,31092.92
S011385,20230714,P032,D0281,DT0035,T023,229,39.05,616.21,8326.24,5667.75,2658.49
S011386,20241229,P021,D0110,DT0027,T019,453,82.32,36.99,37253.97,28113.18,9140.79
S011387,20231108,P016,D0095,DT0046,T007,210,129.17,56.45,27069.25,12717.6,14351.65
S011388,20240723,P004,D0020,DT0058,T019,77,75.2,458.81,5331.59,3622.08,1709.51
S011389,20230115,P010,D0044,DT0097,T013,640,166.92,5200.78,101628.02,47379.2,54248.82
S011390,20250717,P022,D0108,DT0009,T016,204,150.87,1570.24,29207.24,14736.96,14470.28
S011391,20231026,P004,D0011,DT0021,T025,623,75.83,2291.6,44950.49,29305.92,15644.57
S011392,20240909,P034,D0158,DT0098,T014,425,143.67,1413.36,59646.39,29405.75,30240.64
S011393,20230615,P023,D0104,DT0003,T021,94,157.87,908.1,13931.68,7814.22,6117.46
S011394,20230709,P045,D0224,DT0097,T022,198,63.71,973.84,11640.74,7296.3,4344.44
S011395,20250105,P026,D0142,DT0050,T019,473,105.18,3489.68,46260.46,33507.32,12753.14
S011396,20240506,P003,D0009,DT0002,T018,505,131.39,3003.87,63348.08,34617.75,28730.33
S011397,20250707,P003,D0006,DT0072,T020,264,131.71,814.79,33956.65,18097.2,15859.45
S011398,20250218,P006,D0031,DT0036,T006,38,53.57,162.31,1873.35,901.74,971.61
S011399,20250126,P040,D0194,DT0041,T022,112,978.26,1027.33,108537.79,61804.96,46732.83
S011400,20240107,P023,D0284,DT0089,T006,171,153.83,235.99,26068.94,14215.23,11853.71
S011401,20250813,P016,D0081,DT0028,T030,637,129.73,5734.05,76903.96,38576.72,38327.24
S011402,20240404,P034,D0260,DT0051,T024,527,141.05,4646.86,69686.49,36463.13,33223.36
S011403,20250302,P040,D0178,DT0027,T019,22,992.93,218.87,21625.59,12140.26,9485.33
S011404,20250722,P032,D0164,DT0009,T011,631,37.62,264.24,23473.98,15617.25,7856.73
S011405,20240729,P042,D0215,DT0096,T017,24,183.93,282.98,4131.34,2304.0,1827.34
S011406,20230801,P035,D0152,DT0029,T005,460,169.25,3882.53,73972.47,50544.8,23427.67
S011407,20240408,P044,D0203,DT0047,T016,200,39.61,266.26,7655.74,4440.0,3215.74
S011408,20230720,P012,D0061,DT0082,T010,89,99.04,213.58,8600.98,5874.89,2726.09
S011409,20241225,P004,D0014,DT0014,T016,615,75.41,303.88,46073.27,28929.6,17143.67
S011410,20230128,P013,D0054,DT0057,T004,490,46.42,659.48,22086.32,13264.3,8822.02
S011411,20251228,P040,D0195,DT0019,T027,129,973.11,8932.72,116598.47,71186.07,45412.4
S011412,20230510,P035,D0159,DT0004,T005,352,170.23,3069.7,56851.26,38677.76,18173.5
S011413,20251218,P050,D0232,DT0021,T009,348,37.42,777.9,12244.26,7610.76,4633.5
S011414,20251105,P011,D0071,DT0076,T030,342,113.72,2018.42,36873.82,21337.38,15536.44
S011415,20250630,P035,D0152,DT0042,T005,152,169.37,1334.08,24410.16,16701.76,7708.4
S011416,20250106,P011,D0061,DT0069,T010,250,110.78,1692.58,26002.42,15597.5,10404.92
S011417,20230308,P045,D0254,DT0025,T012,80,61.81,224.64,4720.16,2948.0,1772.16
S011418,20240422,P003,D0020,DT0009,T021,156,135.67,724.73,20439.79,10693.8,9745.99
S011419,20250218,P031,D0151,DT0075,T021,198,136.25,1282.12,25695.38,13723.38,11972.0
S011420,20230902,P011,D0070,DT0051,T024,458,116.83,2911.76,50596.38,28574.62,22021.76
S011421,20240624,P049,D0247,DT0088,T029,12,53.17,22.21,615.83,473.16,142.67
S011422,20251222,P017,D0259,DT0072,T009,279,125.83,1629.1,33477.47,14996.25,18481.22
S011423,20240512,P004,D0006,DT0092,T020,604,74.54,543.3,44478.86,28412.16,16066.7
S011424,20241019,P045,D0214,DT0064,T016,33,62.39,23.59,2035.28,1216.05,819.23
S011425,20240716,P023,D0110,DT0038,T003,184,152.55,576.99,27492.21,15295.92,12196.29
S011426,20250104,P009,D0040,DT0097,T013,163,35.86,280.73,5564.45,3809.31,1755.14
S011427,20250712,P033,D0300,DT0031,T021,123,159.5,1042.75,18575.75,11029.41,7546.34
S011428,20240521,P045,D0215,DT0029,T017,25,61.6,117.64,1422.36,921.25,501.11
S011429,20240805,P039,D0181,DT0032,T003,122,423.11,315.99,51303.43,25872.54,25430.89
S011430,20241221,P040,D0179,DT0087,T022,117,971.81,4139.44,109562.33,64564.11,44998.22
S011431,20230802,P021,D0113,DT0081,T006,436,82.95,784.47,35381.73,27058.16,8323.57
S011432,20230328,P046,D0226,DT0038,T001,48,158.15,132.31,7458.89,3681.6,3777.29
S011433,20250131,P039,D0196,DT0019,T020,87,409.23,674.8,34928.21,18450.09,16478.12
S011434,20230517,P022,D0112,DT0098,T018,469,154.61,4037.81,68474.28,33880.56,34593.72
S011435,20251101,P002,D0007,DT0074,T021,7,304.78,70.0,2063.46,1294.93,768.53
S011436,20231021,P050,D0231,DT0002,T029,663,37.89,1784.23,23336.84,14499.81,8837.03
S011437,20230521,P006,D0036,DT0064,T001,192,52.35,18.84,10032.36,4556.16,5476.2
S011438,20250806,P011,D0054,DT0087,T004,183,114.98,1665.8,19375.54,11417.37,7958.17
S011439,20251123,P035,D0278,DT0048,T029,452,177.64,3125.61,77167.67,49665.76,27501.91
S011440,20250606,P008,D0032,DT0054,T029,26,760.64,1247.83,18528.81,10656.88,7871.93
S011441,20250902,P023,D0298,DT0054,T017,309,159.95,2682.3,46742.25,25687.17,21055.08
S011442,20250829,P039,D0196,DT0032,T020,68,416.81,2173.1,26169.98,14420.76,11749.22
S011443,20251031,P020,D0278,DT0024,T019,300,98.31,1161.76,28331.24,15075.0,13256.24
S011444,20250418,P001,D0006,DT0073,T020,58,583.39,2445.94,31390.68,20259.98,11130.7
S011445,20230419,P038,D0177,DT0003,T008,130,62.94,575.86,7606.34,5224.7,2381.64
S011446,20240531,P050,D0237,DT0037,T005,188,39.98,299.04,7217.2,4111.56,3105.64
S011447,20231029,P022,D0124,DT0044,T010,518,156.68,1786.24,79374.0,37420.32,41953.68
S011448,20230216,P002,D0272,DT0002,T027,44,297.58,853.21,12240.31,8139.56,4100.75
S011449,20240719,P003,D0017,DT0016,T028,341,137.08,3217.56,43526.72,23375.55,20151.17
S011450,20240429,P020,D0097,DT0060,T023,450,97.85,1058.87,42973.63,22612.5,20361.13
S011451,20241011,P006,D0034,DT0002,T026,67,53.88,240.78,3369.18,1589.91,1779.27
S011452,20250726,P006,D0043,DT0035,T025,456,52.63,1166.82,22832.46,10820.88,12011.58
S011453,20231106,P044,D0212,DT0031,T007,702,40.52,365.07,28079.97,15584.4,12495.57
S011454,20240109,P044,D0220,DT0074,T011,46,39.13,23.81,1776.17,1021.2,754.97
S011455,20241231,P014,D0063,DT0075,T001,752,131.64,4521.1,94472.18,48594.24,45877.94
S011456,20250508,P019,D0079,DT0065,T025,197,196.81,850.33,37921.24,17194.16,20727.08
S011457,20230325,P032,D0174,DT0071,T020,62,37.99,90.52,2264.86,1534.5,730.36
S011458,20250123,P039,D0280,DT0059,T022,133,427.41,1468.3,55377.23,28205.31,27171.92
S011459,20240223,P022,D0108,DT0025,T021,124,156.17,701.28,18663.8,8957.76,9706.04
S011460,20230114,P023,D0107,DT0069,T010,104,163.3,773.6,16209.6,8645.52,7564.08
S011461,20240227,P038,D0189,DT0033,T028,42,59.77,77.29,2433.05,1687.98,745.07
S011462,20250219,P009,D0271,DT0042,T017,365,34.5,82.06,12510.44,8530.05,3980.39
S011463,20230105,P041,D0203,DT0047,T016,116,150.01,1063.92,16337.24,9472.56,6864.68
S011464,20250221,P019,D0089,DT0056,T006,96,211.84,688.25,19648.39,8378.88,11269.51
S011465,20241226,P023,D0115,DT0042,T002,114,162.55,193.41,18337.29,9476.82,8860.47
S011466,20240626,P041,D0201,DT0051,T009,70,156.99,173.05,10816.25,5716.2,5100.05
S011467,20231220,P017,D0098,DT0098,T026,328,131.28,2721.99,40337.85,17630.0,22707.85
S011468,20251208,P003,D0004,DT0025,T012,280,139.52,1280.34,37785.26,19194.0,18591.26
S011469,20250207,P010,D0040,DT0024,T013,708,169.08,2530.99,117177.65,52413.24,64764.41
S011470,20251117,P010,D0032,DT0064,T023,706,168.42,373.11,118531.41,52265.18,66266.23
S011471,20241219,P025,D0112,DT0037,T018,100,102.76,154.25,10121.75,4645.0,5476.75
S011472,20240210,P011,D0052,DT0025,T007,183,113.44,1025.84,19733.68,11417.37,8316.31
S011473,20231106,P037,D0261,DT0053,T021,414,37.5,409.44,15115.56,7687.98,7427.58
S011474,20230313,P042,D0205,DT0077,T011,26,180.6,124.47,4571.13,2496.0,2075.13
S011475,20230208,P050,D0231,DT0013,T029,440,40.11,900.39,16748.01,9622.8,7125.21
S011476,20230114,P011,D0065,DT0093,T021,98,115.03,641.65,10631.29,6114.22,4517.07
S011477,20241119,P021,D0108,DT0001,T021,145,85.66,881.53,11539.17,8998.7,2540.47
S011478,20251021,P006,D0048,DT0081,T009,683,52.82,2171.29,33904.77,16207.59,17697.18
S011479,20250129,P009,D0037,DT0057,T004,286,36.68,630.42,9860.06,6683.82,3176.24
S011480,20241004,P010,D0044,DT0024,T013,737,167.93,7622.35,116142.06,54560.11,61581.95
S011481,20231214,P034,D0252,DT0037,T018,406,145.69,2886.39,56263.75,28091.14,28172.61
S011482,20241116,P021,D0108,DT0010,T021,473,83.6,1751.62,37791.18,29354.38,8436.8
S011483,20240124,P031,D0255,DT0093,T014,131,136.72,1281.87,16628.45,9079.61,7548.84
S011484,20240420,P013,D0056,DT0078,T010,697,49.49,1790.51,32704.02,18867.79,13836.23
S011485,20250624,P021,D0115,DT0061,T002,375,81.77,312.11,30351.64,23272.5,7079.14
S011486,20251101,P023,D0120,DT0053,T024,384,153.96,1698.25,57422.39,31921.92,25500.47
S011487,20241013,P041,D0223,DT0002,T026,75,157.14,547.43,11238.07,6124.5,5113.57
S011488,20240124,P016,D0269,DT0070,T012,388,129.49,2163.22,48078.9,23497.28,24581.62
S011489,20250714,P036,D0197,DT0084,T025,15,254.97,256.47,3568.08,2155.65,1412.43
S011490,20251121,P037,D0192,DT0052,T012,289,36.76,109.54,10514.1,5366.73,5147.37
S011491,20250430,P050,D0230,DT0041,T004,192,37.23,118.39,7029.77,4199.04,2830.73
S011492,20241031,P037,D0254,DT0045,T012,160,35.8,23.26,5704.74,2971.2,2733.54
S011493,20231114,P011,D0056,DT0044,T010,248,116.04,1888.27,26889.65,15472.72,11416.93
S011494,20230220,P040,D0196,DT0035,T020,41,988.27,817.3,39701.77,22625.03,17076.74
S011495,20250117,P026,D0143,DT0071,T007,267,106.96,1970.7,26587.62,18914.28,7673.34
S011496,20230421,P006,D0030,DT0040,T014,623,55.28,190.43,34249.01,14783.79,19465.22
S011497,20250615,P037,D0184,DT0094,T015,101,35.92,152.9,3475.02,1875.57,1599.45
S011498,20251006,P004,D0266,DT0022,T007,319,78.16,1072.1,23860.94,15005.76,8855.18
S011499,20250602,P050,D0232,DT0060,T009,110,39.21,109.02,4204.08,2405.7,1798.38
S011500,20230505,P005,D0017,DT0080,T028,215,79.13,1205.74,15807.21,11087.55,4719.66
S011501,20240413,P025,D0287,DT0079,T013,18,102.16,13.8,1825.08,836.1,988.98
S011502,20240321,P038,D0177,DT0056,T008,188,63.7,794.46,11181.14,7555.72,3625.42
S011503,20231108,P011,D0053,DT0075,T011,713,114.34,5384.6,76139.82,44484.07,31655.75
S011504,20240703,P004,D0295,DT0090,T010,229,76.18,293.83,17151.39,10772.16,6379.23
S011505,20250904,P020,D0080,DT0060,T001,179,103.26,984.65,17498.89,8994.75,8504.14
S011506,20240523,P016,D0085,DT0063,T020,246,128.02,2437.3,29055.62,14897.76,14157.86
S011507,20240119,P039,D0200,DT0025,T007,116,431.85,674.87,49419.73,24600.12,24819.61
S011508,20250320,P030,D0141,DT0097,T013,284,72.9,1638.27,19065.33,12021.72,7043.61
S011509,20250116,P016,D0090,DT0030,T009,225,132.08,637.62,29080.38,13626.0,15454.38
S011510,20251114,P004,D0007,DT0001,T021,258,75.23,227.43,19181.91,12136.32,7045.59
S011511,20240710,P050,D0228,DT0051,T023,342,37.52,820.33,12011.51,7479.54,4531.97
S011512,20250224,P038,D0185,DT0029,T017,66,61.02,266.82,3760.5,2652.54,1107.96
S011513,20230422,P026,D0140,DT0089,T030,727,100.79,3948.61,69325.72,51500.68,17825.04
S011514,20240601,P016,D0079,DT0064,T025,663,129.42,6783.88,79021.58,40151.28,38870.3
S011515,20250904,P008,D0039,DT0085,T019,25,743.83,449.49,18146.26,10247.0,7899.26
S011516,20240326,P026,D0290,DT0084,T012,729,106.92,3008.76,74935.92,51642.36,23293.56
S011517,20230310,P004,D0002,DT0061,T005,46,75.11,269.35,3185.71,2163.84,1021.87
S011518,20230826,P004,D0005,DT0005,T007,556,77.62,2846.55,40310.17,26154.24,14155.93
S011519,20250518,P006,D0040,DT0044,T013,106,55.25,135.5,5721.0,2515.38,3205.62
S011520,20231219,P013,D0065,DT0043,T021,451,47.74,909.81,20620.93,12208.57,8412.36
S011521,20230712,P038,D0200,DT0003,T007,121,63.11,393.68,7242.63,4862.99,2379.64
S011522,20251108,P044,D0215,DT0067,T017,644,40.64,463.69,25708.47,14296.8,11411.67
S011523,20230729,P011,D0054,DT0087,T004,233,114.92,1285.75,25490.61,14536.87,10953.74
S011524,20230612,P003,D0025,DT0093,T005,626,133.23,3899.41,79502.57,42912.3,36590.27
S011525,20250608,P041,D0216,DT0017,T017,88,153.74,510.97,13018.15,7186.08,5832.07
S011526,20240607,P006,D0046,DT0026,T012,523,52.07,1276.4,25956.21,12410.79,13545.42
S011527,20230627,P035,D0153,DT0088,T020,165,167.6,899.76,26754.24,18130.2,8624.04
S011528,20240306,P046,D0233,DT0024,T028,209,150.38,813.9,30615.52,16030.3,14585.22
S011529,20230817,P015,D0067,DT0040,T014,168,103.69,1083.33,16336.59,12773.04,3563.55
S011530,20250802,P011,D0053,DT0005,T011,662,113.11,2020.65,72858.17,41302.18,31555.99
S011531,20250716,P011,D0051,DT0008,T008,529,109.12,3246.61,54477.87,33004.31,21473.56
S011532,20240130,P022,D0122,DT0097,T004,99,151.76,363.46,14660.78,7151.76,7509.02
S011533,20250910,P034,D0255,DT0058,T014,448,140.67,4128.77,58891.39,30997.12,27894.27
S011534,20250623,P050,D0268,DT0048,T018,252,38.02,270.82,9310.22,5511.24,3798.98
S011535,20250116,P025,D0265,DT0001,T012,34,110.36,25.51,3726.73,1579.3,2147.43
S011536,20250818,P037,D0198,DT0064,T024,316,36.23,49.7,11398.98,5868.12,5530.86
S011537,20231215,P033,D0300,DT0080,T019,231,159.75,2868.64,34033.61,20713.77,13319.84
S011538,20230610,P011,D0072,DT0053,T028,225,112.83,343.37,25043.38,14037.75,11005.63
S011539,20240123,P044,D0208,DT0028,T020,223,39.88,370.15,8523.09,4950.6,3572.49
S011540,20230720,P014,D0292,DT0056,T019,219,128.8,511.43,27695.77,14151.78,13543.99
S011541,20240727,P038,D0199,DT0021,T023,369,60.41,1010.07,21281.22,14830.11,6451.11
S011542,20251103,P003,D0263,DT0071,T011,112,136.3,377.62,14887.98,7677.6,7210.38
S011543,20230707,P050,D0231,DT0042,T029,163,39.33,157.06,6253.73,3564.81,2688.92
S011544,20231031,P026,D0295,DT0006,T010,79,102.08,391.23,7673.09,5596.36,2076.73
S011545,20240914,P018,D0093,DT0035,T009,185,35.15,130.93,6371.82,3533.5,2838.32
S011546,20250517,P016,D0080,DT0052,T001,267,133.79,644.74,35077.19,16169.52,18907.67
S011547,20250807,P039,D0196,DT0019,T020,144,425.03,4676.74,56527.58,30538.08,25989.5
S011548,20240212,P034,D0151,DT0003,T021,733,145.05,4039.1,102282.55,50716.27,51566.28
S011549,20240411,P050,D0229,DT0005,T021,350,39.29,930.2,12821.3,7654.5,5166.8
S011550,20231204,P009,D0026,DT0098,T005,437,34.92,1064.6,14195.44,10212.69,3982.75
S011551,20231126,P006,D0046,DT0031,T012,163,54.6,688.87,8210.93,3867.99,4342.94
S011552,20230516,P013,D0062,DT0067,T024,718,49.15,1611.72,33677.98,19436.26,14241.72
S011553,20240327,P016,D0085,DT0086,T024,606,129.23,405.92,77907.46,36699.36,41208.1
S011554,20241031,P022,D0102,DT0026,T024,605,152.49,7204.38,85052.07,43705.2,41346.87
S011555,20240512,P050,D0244,DT0035,T009,262,37.07,675.14,9037.2,5729.94,3307.26
S011556,20230624,P050,D0246,DT0060,T009,496,37.1,1029.11,17372.49,10847.52,6524.97
S011557,20241221,P004,D0023,DT0080,T022,344,75.35,1093.03,24827.37,16181.76,8645.61
S011558,20230503,P030,D0136,DT0007,T014,556,73.23,1760.79,38955.09,23535.48,15419.61
S011559,20250303,P044,D0207,DT0050,T019,673,39.87,11.36,26821.15,14940.6,11880.55
S011560,20250521,P050,D0236,DT0094,T010,390,39.62,649.29,14802.51,8529.3,6273.21
S011561,20251003,P045,D0256,DT0076,T030,170,62.61,308.62,10335.08,6264.5,4070.58
S011562,20240905,P021,D0101,DT0034,T017,420,85.85,1874.61,34182.39,26065.2,8117.19
S011563,20240816,P050,D0226,DT0079,T019,271,38.3,711.74,9667.56,5926.77,3740.79
S011564,20240207,P031,D0171,DT0090,T010,131,139.73,1302.84,17001.79,9079.61,7922.18
S011565,20250813,P050,D0247,DT0067,T029,200,38.82,297.72,7466.28,4374.0,3092.28
S011566,20250118,P012,D0058,DT0042,T029,198,97.48,548.12,18752.92,13069.98,5682.94
S011567,20250223,P014,D0072,DT0059,T028,158,128.43,1600.92,18691.02,10209.96,8481.06
S011568,20240829,P037,D0191,DT0004,T005,102,34.89,203.44,3355.34,1894.14,1461.2
S011569,20250205,P044,D0207,DT0079,T019,290,39.05,734.69,10589.81,6438.0,4151.81
S011570,20230930,P050,D0229,DT0097,T028,398,39.12,236.98,15332.78,8704.26,6628.52
S011571,20250824,P050,D0243,DT0066,T007,71,38.86,100.41,2658.65,1552.77,1105.88
S011572,20241009,P010,D0027,DT0075,T016,500,164.35,3847.71,78327.29,37015.0,41312.29
S011573,20240806,P020,D0090,DT0073,T025,465,105.54,1320.33,47755.77,23366.25,24389.52
S011574,20231219,P027,D0130,DT0038,T024,98,304.28,1134.61,28684.83,14393.26,14291.57
S011575,20240707,P039,D0188,DT0011,T013,134,430.22,3069.75,54579.73,28417.38,26162.35
S011576,20250421,P026,D0142,DT0097,T019,415,105.09,2211.76,41400.59,29398.6,12001.99
S011577,20250807,P044,D0223,DT0024,T026,492,38.42,1235.75,17666.89,10922.4,6744.49
S011578,20250606,P041,D0205,DT0043,T011,57,150.88,2.15,8598.01,4654.62,3943.39
S011579,20230623,P035,D0154,DT0091,T007,194,166.55,473.3,31837.4,21316.72,10520.68
S011580,20251117,P011,D0054,DT0057,T004,652,117.38,4918.9,71612.86,40678.28,30934.58
S011581,20230909,P011,D0051,DT0042,T008,88,111.22,231.28,9556.08,5490.32,4065.76
S011582,20230922,P026,D0144,DT0053,T013,627,104.92,2328.15,63456.69,44416.68,19040.01
S011583,20240122,P024,D0116,DT0001,T012,123,210.86,831.97,25103.81,10420.56,14683.25
S011584,20240112,P046,D0247,DT0056,T027,471,158.72,197.25,74559.87,36125.7,38434.17
S011585,20250710,P044,D0207,DT0041,T019,669,39.88,1676.26,25003.46,14851.8,10151.66
S011586,20231129,P013,D0065,DT0077,T021,134,46.88,96.81,6185.11,3627.38,2557.73
